path,width,height,orientation,brightness,saturation_proxy,clip_low_pct,clip_high_pct,r_mean,g_mean,b_mean,size_bytes,fast_sha1
/Volumes/未命名/大模型/原图1/DAP07086.JPG,1333,2000,portrait,100.82,7.59,0.912,0.147,110.88,99.02,92.56,960133,a1800fd056010597815c350129470684a4a05361
/Volumes/未命名/大模型/原图1/DAP02671.JPG,2000,1333,landscape,160.3,14.53,0.011,3.909,140.44,165.68,174.78,798637,532bc0f66c273fa3073fafd1e788e5a1bf348be2
/Volumes/未命名/大模型/原图1/DAP01876 2.JPG,2000,1333,landscape,101.7,8.28,0.271,0.0,112.57,100.02,92.5,1424320,adb4f014e2e8b24506508805c445b4e4f539382f
/Volumes/未命名/大模型/原图1/AAA04323.JPG,4000,2666,landscape,144.84,6.35,0.014,1.556,153.72,141.51,139.29,1817298,d579f3b38d43bca27fafb3ef59f5d7ea22835a49
/Volumes/未命名/大模型/原图1/DSC00707.JPG,2000,1333,landscape,121.29,11.63,0.248,1.581,137.72,113.72,112.44,1091131,90b2c5e55d06792c449d088444682b684dd55f1f
/Volumes/未命名/大模型/原图1/DSC05708.JPG,4000,2666,landscape,122.87,12.57,0.046,5.676,140.38,116.8,111.45,2663724,2cd94a3be2cba8da3326858afd8be434e7e00056
/Volumes/未命名/大模型/原图1/DAP00436.JPG,2000,1333,landscape,60.54,10.05,0.205,0.0,64.2,70.6,46.81,1751769,8b1a90fc3d57cd239c05af14dbb7cb85dfb2a07b
/Volumes/未命名/大模型/原图1/DAP00066.JPG,2000,1333,landscape,43.68,6.45,6.923,0.0,50.39,34.98,45.68,625621,75af1c58dec2b91601a615f20fb92aab3825cfa3
/Volumes/未命名/大模型/原图1/DSC01542_副本.JPG,2000,1125,landscape,198.47,11.35,0.0,1.56,202.15,183.09,210.15,3101759,f1fa4f279727d8b2e6ab99296ba062e65604d916
/Volumes/未命名/大模型/原图1/AAA02597.JPG,4000,2666,landscape,103.11,9.54,0.002,0.0,104.11,90.96,114.26,1966145,1920c8bc11b04897f41e73bb810b99478cddae53
/Volumes/未命名/大模型/原图1/DAP04714.JPG,2000,1333,landscape,126.61,6.16,0.018,2.358,129.29,132.44,118.08,1104180,8434a4a7acbe2e25921e057e043da8ff3367b514
/Volumes/未命名/大模型/原图1/AAA03008.JPG,4000,2666,landscape,105.89,7.41,0.0,0.0,106.23,96.66,114.79,4388607,501a9748bbc59d20ad701f57f29a9436422c89dc
/Volumes/未命名/大模型/原图1/DAP00051 4.JPG,2000,1333,landscape,91.12,41.99,0.733,0.0,150.03,68.22,55.12,1163602,5e4629634997bffe4a84fb7cef99d3e8748408fa
/Volumes/未命名/大模型/原图1/DAP01417.JPG,1333,2000,portrait,81.66,36.09,0.278,0.0,132.63,53.87,58.49,997464,09a23cd1c6d46cd03b449df863771453a550e9fe
/Volumes/未命名/大模型/原图1/DAP02140(1).JPG,2000,1333,landscape,137.72,23.3,0.0,7.865,109.38,137.32,166.45,1164333,b1b200dff044adfd01b38f7944c876c9a0b703bf
/Volumes/未命名/大模型/原图1/058A1415.JPG,4000,2667,landscape,123.78,2.13,0.29,9.791,124.86,120.8,125.68,2112144,c4ea2042b3ad45fe9d82c0507d0894bc55282cd4
/Volumes/未命名/大模型/原图1/DAP00687.JPG,1333,2000,portrait,95.43,5.15,0.0,0.0,98.65,99.48,88.17,1266503,3d065e67736910b75dafe4b7ad0b178de560d8e8
/Volumes/未命名/大模型/原图1/DAP09505.JPG,2000,1333,landscape,88.75,5.1,0.0,0.0,95.55,83.27,87.44,870981,d996756e26c1f46997911e50dcfc530dace2cc28
/Volumes/未命名/大模型/原图1/DAP04224 2.JPG,1333,2000,portrait,83.15,3.04,0.055,0.177,86.84,83.21,79.4,830490,cc835d92efaadcc8b3305bf44d96753e9ffd400f
/Volumes/未命名/大模型/原图1/DSC05182(1).JPG,2000,1333,landscape,60.96,5.16,0.129,0.053,68.24,57.55,57.07,635530,692e233e9301c077a6afac391c5cea7308a1897e
/Volumes/未命名/大模型/原图1/DSC05413.JPG,4000,2666,landscape,135.61,2.59,0.011,0.393,133.16,139.18,134.47,4535041,5fbc7bd303d3f78aac0afdf751403767013396ad
/Volumes/未命名/大模型/原图1/DAP08116.JPG,2000,1333,landscape,118.0,40.02,0.099,0.0,174.29,94.86,84.83,1260522,937435b1c0f76bfd732232562313e3b0154843ff
/Volumes/未命名/大模型/原图1/AAA01638.JPG,2666,4000,portrait,137.87,8.86,0.037,0.025,137.6,127.16,148.85,2246744,88c5509500fd4617823889e829e82b29f9e08008
/Volumes/未命名/大模型/原图1/DAP07309.JPG,2000,1333,landscape,78.0,8.6,1.379,0.386,89.21,76.5,68.29,982959,347a8256f80fa3025f216ce798d5de2bd9a7e665
/Volumes/未命名/大模型/原图1/DSC04120.JPG,2000,1333,landscape,47.16,5.33,0.087,0.0,40.42,47.61,53.45,785970,73780f0a28cb504820179534d54b1df029b246e7
/Volumes/未命名/大模型/原图1/DSC06057.JPG,4000,2666,landscape,83.62,6.15,0.0,1.997,91.81,82.08,76.97,1889947,6e9f98fc3f31215dd85dee3e166e8f4eb4706b12
/Volumes/未命名/大模型/原图1/AAA00161.JPG,2666,4000,portrait,103.36,9.96,0.0,0.0,117.4,97.37,95.31,3319740,a4e584ad2e6adf0108e5fda84da483dcc3fc63c4
/Volumes/未命名/大模型/原图1/DSC05094(1).JPG,2000,1333,landscape,68.68,0.44,4.221,0.099,69.26,68.58,68.19,732181,9d1c407c8ee4061682ce3e2ef1d23b1ed2146b73
/Volumes/未命名/大模型/原图1/DAP07215.JPG,2000,1333,landscape,119.31,8.36,0.113,0.0,127.25,107.75,122.92,1173106,0299aa5247d927aaffaf4bc943d619eff6617937
/Volumes/未命名/大模型/原图1/AAA04037.JPG,2666,4000,portrait,117.92,8.25,0.021,0.0,118.02,107.77,127.97,2088188,43d476060ab8f683bb9015a4b9689b2bb97b6d28
/Volumes/未命名/大模型/原图1/DAP04262 2.JPG,1333,2000,portrait,50.74,15.01,5.041,0.947,66.29,55.46,30.46,1106639,a98fcc58365b7c22ea728e0ce2305f1c8e2b245d
/Volumes/未命名/大模型/原图1/DAP07319.JPG,2000,1333,landscape,64.65,10.29,2.557,0.191,77.74,63.62,52.59,801878,73482ee38e4c7bbd7ac695a21539a9c2cb774a72
/Volumes/未命名/大模型/原图1/DSC02195.JPG,2000,1125,landscape,193.32,11.42,0.0,0.838,200.21,177.22,202.52,3368576,6e46deda0afa4ab20e79ada9d9e41eb1f08449ca
/Volumes/未命名/大模型/原图1/DSC00961.JPG,4000,2666,landscape,100.48,0.35,0.03,0.011,100.05,100.49,100.89,3412545,e433eced574a9f77851c12276c03a12fe7129324
/Volumes/未命名/大模型/原图1/DAP07056.JPG,1333,2000,portrait,102.84,7.76,0.308,1.259,113.02,101.3,94.2,1074246,a96c3edc26267af96e85bbd11529d87ba3318f6e
/Volumes/未命名/大模型/原图1/AAA01673.JPG,2666,4000,portrait,150.09,8.75,0.0,0.074,153.63,138.05,158.59,2803931,f9300aa0158cbd7679d8921f8d5ecdf8722a65ee
/Volumes/未命名/大模型/原图1/DAP00576.JPG,2000,1333,landscape,111.83,2.41,0.007,0.0,114.96,109.09,111.44,944429,c1a64ae67c95723200791936b631a54404eaf8e9
/Volumes/未命名/大模型/原图1/DAP05432.JPG,2000,1333,landscape,68.38,19.35,0.149,0.0,79.91,84.12,41.12,1950264,6b9c07dab2e1e89273283809837b553b07520b1a
/Volumes/未命名/大模型/原图1/DSC02125.JPG,2000,1125,landscape,187.12,10.04,0.0,3.771,197.71,173.62,190.03,3015049,8890170ae287f30046017b54daf49cd0629442f4
/Volumes/未命名/大模型/原图1/DAP03674.JPG,1333,2000,portrait,92.07,2.86,5.437,0.0,96.04,90.78,89.39,888562,42c9bb63129d8729c0c18fe5ebbbc6e80b6647e9
/Volumes/未命名/大模型/原图1/AAA02333.JPG,4000,2666,landscape,88.08,5.7,0.0,0.0,85.44,82.81,95.99,5451301,2def8c5b5bc8dddc99840b4965637fbd83bfb1b4
/Volumes/未命名/大模型/原图1/DSC00185.JPG,1437,1079,landscape,138.92,46.17,0.057,1.019,203.94,101.31,111.5,361484,7661ad2d3f174bb5406d9a1f7097dcf6f7862446
/Volumes/未命名/大模型/原图1/DAP02126 2.JPG,2000,1333,landscape,94.01,6.46,0.223,0.016,103.14,89.28,89.61,1408295,fd7a1c49ffde2843cfbad0fe160d550853af79c9
/Volumes/未命名/大模型/原图1/DAP02365.JPG,2000,1333,landscape,115.94,15.65,0.326,0.188,93.8,126.68,127.32,922811,21ad1e240a0cd43f3920cac7807c4a2b8653e8d6
/Volumes/未命名/大模型/原图1/DSC01425_副本.JPG,1125,2000,portrait,151.7,14.47,0.016,0.008,149.69,135.08,170.34,3227958,8725eaac9c14c34200b63933d7239c3c4140ba5f
/Volumes/未命名/大模型/原图1/DAP01900.JPG,2000,1333,landscape,101.5,21.13,0.09,0.071,131.35,87.57,85.57,1154814,ff40c84708d74a9cb14f8d5f745798fc32f68fe2
/Volumes/未命名/大模型/原图1/DAP04242 2.JPG,2000,1333,landscape,112.34,6.84,0.198,0.611,120.73,112.33,103.97,1037932,428bd7b4c6a388dd441796bf35c57e0077496a0b
/Volumes/未命名/大模型/原图1/AAA00956.JPG,2666,4000,portrait,154.14,9.75,0.021,0.0,154.79,141.88,165.74,1580148,69c5c767027a0b3c0c1b995f2f59507ee244ed94
/Volumes/未命名/大模型/原图1/AAA04826.JPG,2666,4000,portrait,101.8,11.25,0.064,0.0,111.6,86.04,107.77,2097793,1347815ff82bec2673c35854b9f032d59d15c9ea
/Volumes/未命名/大模型/原图1/DAP09884 4.JPG,2000,1333,landscape,145.07,6.51,0.007,4.269,153.03,145.11,137.08,679448,8ae6c569367c7c4d0f213e0ae8830a7acda6fc25
/Volumes/未命名/大模型/原图1/DSC05168(1).JPG,2000,1333,landscape,91.55,3.35,5.2,0.053,86.91,94.68,93.05,845297,e32e64428c811b8898cd0a960e183a0d04cf0e4b
/Volumes/未命名/大模型/原图1/DAP02122.JPG,2000,1333,landscape,128.25,13.56,0.108,1.788,146.68,123.62,114.45,1298921,3d4cdb2f85cd5ffe530a1e86a12e183877db8082
/Volumes/未命名/大模型/原图1/DSC04774(1).JPG,2000,1333,landscape,144.65,6.19,0.0,0.306,139.04,141.63,153.27,976591,8b3af3eed21a051962612473715a2efaa4c2f79c
/Volumes/未命名/大模型/原图1/AAA03013.JPG,2666,4000,portrait,107.21,8.15,0.025,0.0,106.38,97.67,117.59,2590804,e73b72c007eace64192b5c8f0ad656fbc0e14f97
/Volumes/未命名/大模型/原图1/DAP07222.JPG,2000,1333,landscape,132.0,11.12,0.101,0.0,145.3,118.09,132.61,698722,7150f08d2657b8ff446204c16c81a1b015b16b52
/Volumes/未命名/大模型/原图1/DAP07210 2.JPG,1333,2000,portrait,104.24,2.24,1.641,0.055,103.6,107.24,101.87,1162576,cb26fb58a701c8ff6ec87422c7e56437da21307f
/Volumes/未命名/大模型/原图1/DAP06928.JPG,2000,1333,landscape,115.15,10.36,0.209,0.0,114.32,102.9,128.24,1060197,8810f3faf50810a6a08d38e59ffd29f9697b9b93
/Volumes/未命名/大模型/原图1/DSC03761.JPG,2000,1333,landscape,186.65,18.47,0.0,0.547,161.4,193.52,205.04,2589329,76d18fca1af6eba9d3b6b6ab06ebb8c3c9659ead
/Volumes/未命名/大模型/原图1/DSC05001_副本.JPG,1333,2000,portrait,26.83,0.99,38.387,0.156,27.05,25.52,27.92,544068,6187f4405899d302aba02f1c832cdc553e79e8a0
/Volumes/未命名/大模型/原图1/DAP01736.JPG,2000,1333,landscape,91.95,6.1,0.032,0.765,100.19,90.05,85.6,808496,71c8559c4866d5b1a5c29bc9b07733a7182a2666
/Volumes/未命名/大模型/原图1/DAP02964.JPG,2000,1333,landscape,130.94,35.2,0.216,0.002,179.41,96.85,116.56,1706570,8f1ed7dce747df6607a30f83dc0d3583c09defd8
/Volumes/未命名/大模型/原图1/AAA04962.JPG,2666,4000,portrait,125.5,8.21,0.014,0.0,130.6,113.91,131.98,2139989,da1620c2563fcf090508a0df5a151c64e2a67df0
/Volumes/未命名/大模型/原图1/DAP03532.JPG,1333,2000,portrait,73.35,22.69,0.023,0.163,96.38,81.18,42.48,1023844,7c22ed08c85418a27ad202f629dd894305ea0214
/Volumes/未命名/大模型/原图1/DAP05969.JPG,1333,2000,portrait,51.49,15.03,6.487,0.393,70.61,49.97,33.89,1178974,dd6e3faff531cfa54619855e23726daba0e0463e
/Volumes/未命名/大模型/原图1/DAP01216 2.JPG,1333,2000,portrait,83.38,20.33,0.443,0.0,111.26,63.35,75.53,1071675,8211b157dc6a35db4daca63e77149f68dea47ebd
/Volumes/未命名/大模型/原图1/DSC04651.JPG,4000,2666,landscape,132.62,5.27,0.085,15.981,126.89,131.36,139.61,3434566,db66018a312112452ce84ecba8f0e5cf181b9276
/Volumes/未命名/大模型/原图1/DSC04050(1).JPG,2000,1333,landscape,182.8,6.58,0.0,1.048,174.2,184.04,190.17,654634,472baea60d1d156a99a8268e9ef8576e2bb02f2a
/Volumes/未命名/大模型/原图1/AAA03053.JPG,4000,2666,landscape,108.69,7.04,0.0,0.0,108.11,100.37,117.58,5038196,eda4ffe273f54edceebcb89036238d7b68f51e7b
/Volumes/未命名/大模型/原图1/DSC01455.JPG,2000,1125,landscape,182.35,12.73,0.0,4.489,197.07,166.0,183.97,2943649,1b7bfc9dac6de73441c37681ab5bd92d87dc161e
/Volumes/未命名/大模型/原图1/DSC01502.JPG,4000,2666,landscape,232.44,1.7,0.0,10.703,231.59,230.93,234.81,3046337,9ff2dac73341c5b0a4e5e1a6511a6aea506330d2
/Volumes/未命名/大模型/原图1/DAP08345.JPG,2000,1333,landscape,96.64,48.01,5.177,0.0,164.19,68.81,56.92,801823,86c187c57439630175e35fefec6089d221e6618b
/Volumes/未命名/大模型/原图1/AAA01145.JPG,4000,2666,landscape,126.48,9.08,0.005,0.0,128.5,114.49,136.44,1525239,ed9e11632a82ae69134c26e11fee87037b82ba73
/Volumes/未命名/大模型/原图1/DAP06820.JPG,2000,1333,landscape,82.62,13.05,0.023,0.0,70.21,77.0,100.64,787055,55f6856d7afd278d5c7005f1b680114a5c4f073c
/Volumes/未命名/大模型/原图1/AAA00152.JPG,4000,2666,landscape,97.79,18.19,0.039,0.039,122.41,91.98,78.99,3014293,fdfc4196840c84de998ff618e858ee284a03002c
/Volumes/未命名/大模型/原图1/DSC05430.JPG,4000,2666,landscape,96.17,4.53,0.101,0.0,89.78,98.84,99.88,2059038,d119af37853b546121b482ef936f3da23fc22524
/Volumes/未命名/大模型/原图1/DAP09342 2.JPG,1333,2000,portrait,167.68,4.11,0.0,19.724,170.61,170.57,161.86,947798,e7fa44d92a2ab30ae8fd2bc37a3b100140e9dbe2
/Volumes/未命名/大模型/原图1/DAP07324.JPG,2000,1333,landscape,52.42,7.47,7.856,0.407,62.23,50.92,44.12,938819,eb7051e74715f0888e7fad6c28e0e78c5a5b05ed
/Volumes/未命名/大模型/原图1/DAP07001 2.JPG,1333,2000,portrait,125.49,1.38,0.016,5.03,126.0,126.86,123.6,1145394,442618e86b933cdec7654b6273ea97d1a31738b2
/Volumes/未命名/大模型/原图1/DAP00019 3.JPG,1333,2000,portrait,75.19,7.26,0.981,0.002,78.62,81.86,65.09,1439632,1b105addeab63e174776b3ef589224d25f38e4b7
/Volumes/未命名/大模型/原图1/AAA04793.JPG,2666,4000,portrait,112.96,8.7,0.009,0.0,114.14,101.76,122.97,2614820,bdb92ec51973aaaef5678d76655472767fb63fc4
/Volumes/未命名/大模型/原图1/DAP07588.JPG,2000,1333,landscape,135.53,10.39,0.009,0.016,127.44,128.95,150.2,1067325,5cbe3c3e6d2d94425eada69d85dfd261ccd29e8f
/Volumes/未命名/大模型/原图1/DAP02260.JPG,2000,1333,landscape,75.95,1.98,0.597,0.478,77.16,73.17,77.53,1087732,dc85f8a749d04a8570dd04ce9e91841d04b0f6ba
/Volumes/未命名/大模型/原图1/DAP03397.JPG,2000,1333,landscape,69.66,7.21,0.85,0.032,78.81,68.98,61.2,798801,4bfcaee8561e50aa56bed53a173714aa5dc227f4
/Volumes/未命名/大模型/原图1/DSC01621(1).JPG,2000,1333,landscape,157.39,4.15,0.055,1.034,153.58,155.44,163.16,2657037,31eeb216985a764211dd141d57b529b0a2020ef9
/Volumes/未命名/大模型/原图1/AAA00887.JPG,2666,4000,portrait,150.43,8.13,0.0,0.0,149.71,140.85,160.72,2224013,8d341d61132dc9298d65b1f02bbb7e6d3973ce73
/Volumes/未命名/大模型/原图1/DAP09296 2.JPG,1333,2000,portrait,83.68,1.7,0.786,0.0,86.0,81.97,83.08,987198,3b67fc9339cd9d25f41be3310780e47055dc68dc
/Volumes/未命名/大模型/原图1/DAP09953 3.JPG,2000,1333,landscape,77.18,5.38,1.528,0.269,80.16,81.76,69.62,1627221,2d245a435ad99863ebe1d0ea4c0a54378e83ddc3
/Volumes/未命名/大模型/原图1/DSC04104.JPG,1333,2000,portrait,45.71,5.87,0.363,0.002,38.29,46.17,52.66,1004881,4759605735d64e88062bb60161c33c979ae49a2c
/Volumes/未命名/大模型/原图1/AAA03957.JPG,2666,4000,portrait,108.33,9.14,0.0,0.0,108.56,97.03,119.41,2821002,79ddd23ea0002a34e553ad5ccb046f7721239bc5
/Volumes/未命名/大模型/原图1/DAP00773 2.JPG,1333,2000,portrait,93.58,3.03,0.372,0.0,95.2,96.2,89.33,1119463,cd2c04febc5c2adcbf737da287de7feb2b030c3c
/Volumes/未命名/大模型/原图1/DAP08827.JPG,2000,1333,landscape,113.11,6.51,0.418,0.152,122.04,110.6,106.68,1391734,85233efed7fb419265a7abd4a9306e262d23342e
/Volumes/未命名/大模型/原图1/DAP03255.JPG,2000,1333,landscape,115.34,14.9,0.641,2.858,135.03,111.95,99.02,974687,aea745aee35dfc02a256a5664d2973e70dc46197
/Volumes/未命名/大模型/原图1/DAP05903.JPG,1333,2000,portrait,18.28,2.19,3.879,0.09,20.75,18.67,15.42,528000,75383ccd2bec697d978ef2530d6c207e518355bd
/Volumes/未命名/大模型/原图1/DSC03814(2).JPG,2000,1333,landscape,150.15,6.89,2.831,6.629,140.45,154.13,155.86,2554112,d6e018253482998ad34e80dc395bd943bcf28366
/Volumes/未命名/大模型/原图1/DAP09715 3.JPG,1333,2000,portrait,124.26,10.29,0.007,0.0,137.33,123.25,112.19,700654,cee7c105de448908eb4958327aa8356280031298
/Volumes/未命名/大模型/原图1/DAP09677 2.JPG,2000,1333,landscape,110.77,1.08,0.057,0.377,112.01,109.37,110.92,1103045,bb636c3459d33b12f09a295d4927a3880092b430
/Volumes/未命名/大模型/原图1/DAP09759 4.JPG,2000,1333,landscape,161.35,8.78,0.007,0.0,172.32,160.9,150.84,730787,47afd426d1362871328e0447a3563cc8d8106b96
/Volumes/未命名/大模型/原图1/DAP03742.JPG,1333,2000,portrait,93.39,4.26,11.211,0.195,98.55,93.49,88.12,744427,97c019cb239f5724727ee9b74a271edf099bc3b9
/Volumes/未命名/大模型/原图1/DAP05502.JPG,2000,1333,landscape,87.27,15.65,0.0,0.705,103.13,92.7,65.97,1845984,a29d953b08054ef9f367995f67fc250072c9e1d1
/Volumes/未命名/大模型/原图1/DAP02992.JPG,2000,1333,landscape,81.51,23.2,0.446,0.016,114.12,62.04,68.37,1133904,b53ef87c67f8946d364367d4fe234edf948b1fc7
/Volumes/未命名/大模型/原图1/DAP07711.JPG,2000,1333,landscape,45.54,3.47,18.373,1.965,46.04,41.06,49.51,822566,58ff1f79b55d064970f673f4e82c9484aa93798b
